animal_id,tissue,stim,conc_µg_ml,ifng_pg_ml,dose_µg,stim_id,adjusted_ifng,log_adj_ifng
a|4,ln,CMP1,10.0,1891.61860966,0,CMP1|10.0,1868.3427319235,3.2714565469101236
a|3,ln,CMP2,0.1,20847.8496622,0,CMP2|0.1,20776.273427355798,4.317567652216665
a|3,ln,CMP2,1.0,68886.5539232,0,CMP2|1.0,68814.97768835581,4.837682973402243
a|3,ln,CMP2,10.0,104924.330048,0,CMP2|10.0,104852.75381315581,5.020579841097523
a|3,ln,CMP1,0.1,3272.5317796,0,CMP1|0.1,3200.9555447558,3.5052796426535626
a|3,ln,CMP1,1.0,8272.28660042,0,CMP1|1.0,8200.7103655758,3.913851473662676
a|3,ln,CMP1,10.0,11371.8880709,0,CMP1|10.0,11300.3118360558,4.0530904281568425
a|2,ln,CMP2,0.1,38918.8355984,0,CMP2|0.1,38912.99933755608,4.59009470665951
a|2,ln,CMP2,1.0,95666.2400307,0,CMP2|1.0,95660.40376985609,4.980732209639127
a|2,ln,CMP2,10.0,151963.765595,0,CMP2|10.0,151957.9293341561,5.181723366977465
a|2,ln,CMP1,0.1,776.5924378180001,0,CMP1|0.1,770.7561769740802,2.886917013924019
a|2,ln,CMP1,1.0,2154.92616372,0,CMP1|1.0,2149.08990287608,3.332254583712154
a|2,ln,CMP1,10.0,5263.27892723,0,CMP1|10.0,5257.4426663860795,3.7207745453035947
a|1,ln,CMP2,0.1,17144.8330082,0,CMP2|0.1,17023.116931348,4.231039082314331
a|1,ln,CMP2,1.0,28426.7479629,0,CMP2|1.0,28305.031886048,4.451863648460213
a|5,ln,CMP2,10.0,21063.436150300004,0,CMP2|10.0,21029.747724721004,4.3228340628708795
a|1,ln,CMP1,1.0,6942.13722562,0,CMP1|1.0,6820.421148768,3.83381119238946
a|5,ln,CMP1,10.0,592.7223262760001,0,CMP1|10.0,559.0339006970001,2.7474381449869982
a|7,sp,CMP1,10.0,5397.715,0,CMP1|10.0,5367.021,3.729733294591354
a|8,sp,CMP2,0.1,4199.92124114,0,CMP2|0.1,4170.566241140001,3.620195023488795
a|8,sp,CMP2,1.0,16785.5482228,0,CMP2|1.0,16756.1932228,4.224175359752681
a|8,sp,CMP2,10.0,22306.7199807,0,CMP2|10.0,22277.3649807,4.34786382016333
a|8,sp,CMP1,0.1,359.367,0,CMP1|0.1,330.012,2.518529732117372
a|8,sp,CMP1,1.0,1401.2120000000002,0,CMP1|1.0,1371.8570000000002,3.13730884362466
a|8,sp,CMP1,10.0,1895.097,0,CMP1|10.0,1865.742,3.2708515881119133
a|7,sp,CMP2,0.1,11342.0337784,0,CMP2|0.1,11311.3397784,4.0535140482415875
a|7,sp,CMP2,1.0,25598.4992776,0,CMP2|1.0,25567.8052776,4.407693450093775
a|7,sp,CMP2,10.0,35727.414815000004,0,CMP2|10.0,35696.720815,4.5526283226287
a|7,sp,CMP1,1.0,3732.72,0,CMP1|1.0,3702.026,3.5684394645565063
a|5,sp,CMP1,1.0,964.698,0,CMP1|1.0,942.347,2.9742108522999735
a|6,sp,CMP2,0.1,20893.8006814,0,CMP2|0.1,20809.4436814,4.318260469960417
a|6,sp,CMP2,1.0,43602.109865,0,CMP2|1.0,43517.752864999995,4.638666461517168
a|6,sp,CMP2,10.0,48669.0903509,0,CMP2|10.0,48584.733350899995,4.686499823520514
a|6,sp,CMP1,0.1,2641.2290000000003,0,CMP1|0.1,2556.8720000000003,3.4077089872812816
a|6,sp,CMP1,1.0,6047.027,0,CMP1|1.0,5962.67,3.7754407742719756
a|6,sp,CMP1,10.0,8660.548999999999,0,CMP1|10.0,8576.192,3.9332944952506455
a|5,sp,CMP2,0.1,1086.80896917,0,CMP2|0.1,1064.45796917,3.027128517706784
a|5,sp,CMP2,1.0,2433.971267,0,CMP2|1.0,2411.620267,3.382308924973245
a|5,sp,CMP2,10.0,5679.5410971,0,CMP2|10.0,5657.1900971000005,3.752600772471088
a|5,sp,CMP1,0.1,122.776,0,CMP1|0.1,100.425,2.001841840403709
a|1,ln,CMP1,10.0,9391.2908018,0,CMP1|10.0,9269.574724948,3.96705980978149
a|5,sp,CMP1,10.0,1344.562,0,CMP1|10.0,1322.2109999999998,3.1213007659087673
a|7,sp,CMP1,0.1,817.202,0,CMP1|0.1,786.508,2.8957031444268013
a|4,sp,CMP2,0.1,11768.0667353,0,CMP2|0.1,11724.1887353,4.069082801069672
a|4,sp,CMP2,1.0,22442.6191592,0,CMP2|1.0,22398.7411592,4.350223611058466
a|4,sp,CMP2,10.0,28175.189281000003,0,CMP2|10.0,28131.311281000002,4.449189976346847
a|4,sp,CMP1,0.1,2232.01,0,CMP1|0.1,2188.132,3.340073517452272
a|4,sp,CMP1,1.0,4481.839,0,CMP1|1.0,4437.961,3.647183481411263
a|4,sp,CMP1,10.0,7486.349,0,CMP1|10.0,7442.4710000000005,3.871717151069584
a|3,sp,CMP2,0.1,27127.8667513,0,CMP2|0.1,27115.6097513,4.433219374902674
a|3,sp,CMP2,10.0,46600.3078602,0,CMP2|10.0,46588.050860200005,4.668274540918983
a|3,sp,CMP1,0.1,2955.791,0,CMP1|0.1,2943.534,3.4688690566004063
a|3,sp,CMP1,1.0,8178.818,0,CMP1|1.0,8166.561000000001,3.91203921036971
a|3,sp,CMP1,10.0,11626.228,0,CMP1|10.0,11613.971,4.064980737268538
a|3,sp,CMP2,1.0,37130.451975,0,CMP2|1.0,37118.194975000006,4.569586848703684
a|2,sp,CMP2,0.1,40781.686100000006,0,CMP2|0.1,40740.2801,4.610024010561696
